acousticness,danceability,duration_ms,energy,instrumentalness,keis,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_title,artist,Hit
0.0748,0.557,229467,0.877,0,0,0.356,-3.321,0,0.107,139.817,4,0.612,As Long As You Love Me,justin bieber,1
0.617,0.842,207547,0.564,0.00024,5,0.0912,-8.042,0,0.105,124.984,4,0.782,What Do You Mean?,justin bieber,1
0.0112,0.478,182373,0.519,0,6,0.315,-4.952,0,0.128,146.478,3,0.253,Recovery,justin bieber,1
0.00137,0.596,227987,0.83,3.96E-05,0,0.065,-4.722,1,0.0635,127.965,4,0.6,Beauty And A Beat,justin bieber,1
0.0181,0.701,201613,0.843,0,5,0.196,-4.041,0,0.0775,98.006,4,0.573,Roller Coaster,justin bieber,1
0.835,0.609,233720,0.378,0,4,0.28,-9.828,1,0.438,100.418,4,0.515,Love Yourself,justin bieber,1
0.0767,0.665,200787,0.759,0,0,0.313,-3.694,0,0.0399,99.992,4,0.389,Sorry,justin bieber,1
0.0219,0.693,182747,0.424,0.00172,9,0.22,-8.34,1,0.0263,96.483,4,0.326,All Bad,justin bieber,1
0.0584,0.967,242733,0.583,0,7,0.0519,-5.562,0,0.0789,117,4,0.965,SexyBack,Justin Timberlake,0
0.122,0.687,448573,0.723,0.00102,7,0.573,-4.751,1,0.0709,76,4,0.432,What Goes Around...,justin timberlake,1
0.0106,0.669,237547,0.832,0,0,0.0968,-5.72,1,0.0682,113.035,4,0.7,Can't Stop The Feeling!,justin timberlake,1
0.272,0.56,322093,0.372,0,2,0.196,-6.58,1,0.0446,119.189,4,0.473,Until The End Of Time,justin timberlake,1
0.272,0.56,322093,0.372,0,2,0.196,-6.58,1,0.0446,119.189,4,0.473,Until The End Of Time,justin timberlake,1
0.103,0.795,326280,0.596,0,11,0.164,-3.799,0,0.219,101.985,4,0.357,Suit & Tie,justin timberlake,1
0.0756,0.606,252973,0.591,0,0,0.328,-7.228,0,0.087,95.802,4,0.477,Summer Love,justin timberlake,1
0.0727,0.961,241573,0.55,0,3,0.0479,-6.996,1,0.0791,117.002,4,0.964,SexyBack,justin timberlake,1
0.527,0.308,688453,0.563,4.58E-06,0,0.134,-9.169,1,0.0719,85.901,4,0.109,Not A Bad Thing,justin timberlake,1
0.202,0.891,267267,0.714,0.000234,4,0.0521,-6.055,0,0.14,100.972,4,0.818,Rock Your Body,justin timberlake,1
0.234,0.574,484147,0.512,0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512,Mirrors,justin timberlake,1
0.122,0.687,448573,0.723,0.00102,7,0.573,-4.751,1,0.0709,76,4,0.432,What Goes Around...Comes Around,justin timberlake,1
0.285,0.771,276160,0.676,4.49E-06,4,0.546,-6.018,0,0.223,119.997,4,0.804,My Love,justin timberlake,1
0.0919,0.681,274413,0.749,0,7,0.152,-4.867,1,0.287,191.63,4,0.499,Back That Thang Up,juvenile,1
0.526,0.711,248200,0.733,0,0,0.0675,-4.96,0,0.34,172.925,4,0.87,Slow Motion,juvenile,1
0.00206,0.469,235301,0.821,0.00914,2,0.258,-5.055,0,0.0397,173.964,4,0.226,We Are Young - The Popopopops Remix,Juveniles,0
0.000779,0.34,207813,0.454,0.0188,9,0.337,-12.279,0,0.0503,100.089,5,0.39,Let Me Try,Kaleidoscope,0
0.612,0.59,219560,0.578,0.000162,10,0.0837,-5.798,0,0.0528,81.663,4,0.262,Way Down We Go,Kaleo,0
0.0661,0.859,243533,0.622,0,11,0.0394,-8.196,1,0.0445,134.007,4,0.433,Don't Think I'm Not,kandi,1
0.00898,0.612,188253,0.799,0,10,0.172,-4.603,1,0.0275,125.976,4,0.675,What Ifs,Kane Brown,0
0.263,0.677,179507,0.556,0,9,0.105,-6.544,1,0.0306,80.009,4,0.521,Heaven,Kane Brown,1
0.00898,0.612,188253,0.799,0,10,0.172,-4.603,1,0.0275,125.976,4,0.687,What Ifs,kane brown,1
0.00298,0.545,278227,0.904,0.00117,6,0.0679,-5.201,1,0.34,139.871,4,0.681,3 Wheel-ups (feat. Wiley & Giggs),Kano,0
0.0648,0.855,310907,0.638,0,9,0.162,-4.968,0,0.143,122.967,4,0.433,All Day,Kanye West,0
0.000954,0.775,188013,0.823,0,1,0.144,-6.091,1,0.271,130.041,4,0.288,Black Skinhead,Kanye West,0
0.385,0.415,359800,0.681,0,2,0.101,-4.104,0,0.189,171.893,4,0.372,Blood On The Leaves,Kanye West,0
0.134,0.359,229147,0.662,0,1,0.0907,-2.843,1,0.0466,152.096,4,0.296,Bound 2,Kanye West,0
0.142,0.714,135920,0.566,1.25E-06,7,0.57,-4.408,1,0.056,113.074,4,0.429,Father Stretch My Hands Pt. 1,Kanye West,0
0.0855,0.737,332453,0.545,9.32E-05,6,0.153,-8.536,0,0.362,140.086,4,0.438,Mercy,Kanye West,0
0.00243,0.621,378893,0.683,0.00856,11,0.525,-5.619,0,0.242,124.283,5,0.0891,Monster,Kanye West,0
0.141,0.5,256093,0.593,6.21E-06,1,0.0969,-4.34,1,0.0898,68.456,4,0.325,New Slaves,Kanye West,0
0.0601,0.71,293613,0.555,0,9,0.227,-5.942,0,0.295,109.204,5,0.303,Clique,kanye west,1
0.0178,0.851,332250,0.682,0,10,0.0741,-6.114,0,0.25,92.732,4,0.332,Gone,kanye west,1
0.0178,0.538,292093,0.912,0,0,0.689,-4.684,0,0.129,154.042,4,0.588,Power,kanye west,1
0.822,0.742,274187,0.407,0,2,0.0541,-6.938,1,0.426,116.064,4,0.39,I Thought About Killing You,Kanye West,1
0.125,0.925,145507,0.308,0,11,0.0933,-6.562,0,0.338,122.099,4,0.265,All Mine,Kanye West,1
0.039,0.64,123040,0.643,0,10,0.109,-2.442,0,0.0625,80.025,4,0.335,No Mistakes,Kanye West,1
0.145,0.676,188773,0.777,0,1,0.228,-3.241,0,0.357,173.931,4,0.226,Yikes,Kanye West,1
0.0576,0.755,270307,0.532,0.457,1,0.112,-7.615,0,0.0319,119.567,4,0.117,Love Lockdown,kanye west,1
0.00728,0.625,311867,0.726,0,10,0.318,-7.731,0,0.155,103.98,4,0.483,Stronger,kanye west,1
0.0724,0.558,299613,0.794,2.15E-05,1,0.19,-3.234,1,0.0533,142.156,4,0.297,All Of The Lights,kanye west,1
0.00834,0.548,221227,0.75,2.81E-06,7,0.166,-6.229,1,0.284,82.811,4,0.617,Through The Wire,kanye west,1
0.184,0.643,223507,0.717,0,8,0.152,-4.876,0,0.506,90.893,4,0.46,All Falls Down,kanye west,1
0.00376,0.435,207000,0.802,0,1,0.467,-6.871,1,0.324,84.267,4,0.454,Good Life,kanye west,1
0.0223,0.638,207627,0.699,0,1,0.0917,-5.54,0,0.384,92.939,4,0.66,Gold Digger,kanye west,1
0.578,0.427,193733,0.844,0,3,0.284,-4.597,0,0.427,85.346,4,0.716,Jesus Walks,kanye west,1
0.0855,0.737,332453,0.545,9.32E-05,6,0.153,-8.536,0,0.362,140.086,4,0.443,Mercy,"kanye west, big sean, pusha t, 2 chainz",1
0.0601,0.71,293613,0.555,0,9,0.227,-5.942,0,0.295,109.204,5,0.303,Clique,"kanye west, jay-z, big sean",1
0.00429,0.951,246053,0.79,0,8,0.0845,-5.79,1,0.081,117.007,4,0.78,Dangerous,kardinal offishall,1
0.183,0.389,297320,0.525,0,9,0.308,-7.941,1,0.0403,143.919,3,0.0963,The Cause Of Christ,Kari Jobe,0
0.83,0.534,238265,0.582,0,2,0.125,-6.22,1,0.0424,186.346,4,0.289,No Le Digas Que Hacer,Karina Vismara,0
0.00765,0.765,227147,0.765,3.82E-06,1,0.0527,-2.732,0,0.0585,120.001,4,0.886,Brokenhearted,karmin,1
0.00136,0.526,322227,0.861,0.732,2,0.596,-5.871,0,0.0587,128.032,4,0.114,Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,Kaskade,0
0.0682,0.412,257846,0.83,0.00739,3,0.108,-4.976,0,0.0651,127.894,4,0.239,Last Chance,Kaskade,0
0.0344,0.561,235873,0.771,0.000151,1,0.0756,-5.533,1,0.036,128.025,4,0.212,Move for Me,Kaskade,0
0.109,0.742,214693,0.77,0.0239,10,0.104,-6.339,0,0.0514,96.988,4,0.687,Northern Lights,Kate Boy,0
0.00469,0.712,252313,0.865,0.0412,1,0.121,-6.411,1,0.083,113.015,4,0.831,The Way We Are,Kate Boy,0
0.713,0.628,303560,0.575,0.00233,10,0.0635,-11.591,0,0.0588,108.166,4,0.182,Running Up That Hill (A Deal With God),Kate Bush,0
0.316,0.519,182720,0.829,0,5,0.0759,-5.121,0,0.0901,123.659,4,0.629,Show You Love,Kato,0
0.122,0.803,227292,0.793,5.81E-05,6,0.154,-5.769,1,0.0635,106.035,4,0.54,Bon Appétit,Katy Perry,0
0.00461,0.615,201387,0.638,0.00979,1,0.382,-5.341,1,0.13,106.002,4,0.41,Bon Appétit - MUNA Remix,Katy Perry,0
0.0181,0.62,229573,0.869,0,1,0.369,-5.252,1,0.175,151.684,4,0.769,E.T. - feat. Kanye West,Katy Perry,0
0.00125,0.649,230747,0.815,4.31E-05,3,0.671,-3.796,0,0.0415,126.03,4,0.774,Last Friday Night (T.G.I.F.),Katy Perry,0
0.0182,0.836,242174,0.71,2.23E-05,5,0.137,-5.185,0,0.0595,119.952,4,0.531,Swish Swish,Katy Perry,0
0.0733,0.448,237734,0.801,0,0,-5.363,0.146,1,0.165,189.798,4,0.462,Chained To The Rhythm,Katy Perry,1
0.0467,0.588,226747,0.851,0,5,0.206,-5.817,0,0.0845,128.035,4,0.709,Walking On Air,katy perry,1
0.00125,0.649,230747,0.815,4.31E-05,3,0.671,-3.796,0,0.0415,126.03,4,0.765,Last Friday Night (T.G.I.F.),katy perry,1
0.0146,0.62,230987,0.874,0,1,0.37,-5.251,1,0.18,151.62,4,0.776,E.T.,katy perry,1
0.000417,0.678,216160,0.918,0,5,0.0744,-4.63,1,0.0355,130.028,4,0.769,Part Of Me,katy perry,1
0.139,0.638,227880,0.826,0,8,0.0803,-4.968,1,0.0479,124.072,4,0.649,Firework,katy perry,1
0.00223,0.699,179640,0.76,0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,I Kissed A Girl,katy perry,1
0.0146,0.62,230987,0.874,0,1,0.37,-5.251,1,0.18,151.62,4,0.776,E.T.,katy perry,1
0.0012,0.524,199187,0.878,0,5,0.098,-3.108,0,0.0346,130.989,4,0.59,Waking Up In Vegas,katy perry,1
0.0749,0.514,220947,0.683,2.64E-06,5,0.392,-5.099,1,0.0367,159.814,4,0.575,Wide Awake,katy perry,1
0.000802,0.687,227333,0.792,0,1,0.2,-4.023,0,0.0353,133.962,4,0.864,The One That Got Away,katy perry,1
0.0132,0.719,227760,0.804,3.02E-06,10,0.139,-4.581,1,0.0355,119.999,4,0.605,Teenage Dream,katy perry,1
0.00403,0.646,215672,0.587,0,6,0.145,-6.139,1,0.0528,131.932,4,0.341,Dark Horse,katy perry,1
0.00635,0.56,223546,0.756,1.29E-05,7,0.55,-4.817,0,0.0415,179.771,4,0.404,Roar,katy perry,1
0.00455,0.791,236253,0.76,0,0,0.127,-3.785,1,0.0503,125.04,4,0.444,California Gurls,katy perry,1
7.95E-05,0.706,220227,0.841,0,7,0.0688,-3.956,1,0.0418,132.032,4,0.861,Hot N Cold,katy perry,1
0.0113,0.535,258413,0.857,0.00751,9,0.472,-5.2,0,0.0543,91.053,4,0.431,Nightcall,Kavinsky,0
0.0475,0.606,228147,0.503,0,7,0.116,-6.678,0,0.155,80.04,4,0.325,GOT IT GOOD,KAYTRANADA,0
0.092,0.683,260267,0.664,0,0,0.595,-4.422,1,0.0264,116.141,4,0.446,Crazy,k-ci,1
0.117,0.634,331240,0.528,2.26E-06,1,0.0565,-8.834,1,0.0309,128,4,0.187,All My Life,K-Ci & JoJo,0
0.0608,0.745,199733,0.667,0,2,0.283,-6.781,0,0.121,120.046,4,0.633,TiK ToK,ke$ha,1
0.0172,0.698,293053,0.791,1.19E-05,6,0.0805,-5.655,0,0.233,170.034,4,0.912,Sleazy Remix 2.0 Get Sleazier,ke$ha,1
0.00272,0.752,218825,0.73,3.62E-05,11,0.175,-3.897,0,0.0412,120.032,4,0.769,Blow,ke$ha,1
0.008,0.739,204827,0.818,0.00504,8,0.164,-5.062,1,0.0418,119.982,4,0.713,We R Who We R,ke$ha,1
0.0049,0.829,187067,0.607,0,1,0.0986,-3.876,1,0.0897,120.044,4,0.766,Your Love Is My Drug,ke$ha,1
0.00498,0.711,211920,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.801,Die Young,ke$ha,1
0.0304,0.681,184040,0.845,0,11,0.197,-5.147,0,0.0525,132.023,4,0.761,The Fighter,Keith Urban,0
0.606,0.686,230600,0.417,1.79E-06,7,0.0844,-7.787,1,0.0363,82.407,3,0.451,Blue Ain't Your Color,keith urban,1
0.127,0.646,323467,0.887,0.000259,9,0.0698,-4.452,1,0.0381,110.964,4,0.523,Somebody Like You,keith urban,1
0.0304,0.681,184040,0.845,0,11,0.197,-5.147,0,0.0525,132.023,4,0.761,The Fighter,keith urban,1
0.0452,0.746,238146,0.416,7.77E-05,11,0.12,-6.607,1,0.0482,132.036,4,0.216,Rewind,Kelela,0
0.00933,0.887,182813,0.774,0.0213,1,0.159,-6.108,1,0.0434,113,4,0.826,Milkshake,kelis,1
0.000172,0.906,272360,0.636,4.83E-06,4,0.0511,-5.318,1,0.188,84.011,4,0.782,Bossy,kelis,1
0.217,0.209,281560,0.872,0,9,0.0768,-2.996,1,0.0757,78.139,4,0.294,Already Gone,kelly clarkson,1
0.0259,0.691,251507,0.946,0,9,0.0897,-3.221,1,0.0678,124.021,4,0.517,Catch My Breath,kelly clarkson,1
0.124,0.519,220360,0.625,0,5,0.227,-3.736,0,0.0288,139.885,4,0.138,Because Of You,kelly clarkson,1
0.00165,0.548,198973,0.889,0.00109,9,0.197,-4.682,1,0.0382,90.048,4,0.425,Behind These Hazel Eyes,kelly clarkson,1
0.00165,0.662,188960,0.741,0.0303,0,0.114,-5.406,1,0.0334,131,4,0.404,Since U Been Gone,kelly clarkson,1
0.0861,0.655,214787,0.623,0.000346,11,0.0652,-6.302,0,0.116,175.973,4,0.615,Miss Independent,kelly clarkson,1
0.00347,0.529,211653,0.878,0,9,0.101,-3.957,1,0.0534,144.973,4,0.397,My Life Would Suck Without You,kelly clarkson,1
0.0126,0.743,188387,0.882,1.04E-06,0,0.0928,-5.264,1,0.0414,115.997,4,0.936,Walk Away,kelly clarkson,1
0.046,0.562,221947,0.939,0,0,0.112,-4.282,1,0.0475,116.044,4,0.684,Stronger (What Doesn't Kill You),kelly clarkson,1
0.0284,0.676,232520,0.807,0,5,0.0701,-5.131,1,0.029,95.956,4,0.443,Mr. Know It All,kelly clarkson,1
0.0298,0.446,237000,0.701,8.89E-06,9,0.0931,-4.179,0,0.0295,159.958,3,0.394,Breakaway,kelly clarkson,1
0.176,0.721,231173,0.668,0.000104,9,0.0732,-5.561,0,0.0505,140.919,4,0.271,Motivation,kelly rowland,1
0.231,0.589,194413,0.809,0,3,0.0719,-5.292,1,0.0376,88.965,4,0.464,Yeah Boy,Kelsea Ballerini,0
0.0734,0.791,219333,0.779,0,7,0.0832,-5.972,1,0.235,110.037,4,0.581,Alright,Kendrick Lamar,0
0.0553,0.482,350120,0.72,2.07E-06,2,0.461,-6.812,1,0.271,90.999,4,0.222,m.A.A.d city,Kendrick Lamar,0
0.0726,0.739,386907,0.526,0,4,0.215,-7.384,0,0.101,143.948,4,0.374,Money Trees,Kendrick Lamar,0
0.119,0.68,313787,0.489,2.86E-05,11,0.606,-7.837,0,0.432,74.04,4,0.261,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,0
0.119,0.68,313787,0.489,2.86E-05,11,0.606,-7.837,0,0.432,74.04,4,0.261,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,0
0.0047,0.637,185947,0.514,0,1,-6.763,0.094,1,0.365,139.931,4,0.402,DNA.,Kendrick Lamar,1
0.000259,0.904,177000,0.611,2.03E-05,1,-6.842,0.0976,0,0.0888,150.02,4,0.4,HUMBLE.,Kendrick Lamar,1
0.29,0.798,213400,0.582,0,10,0.153,-7.38,1,0.103,126.075,4,0.766,Love.,kendrick lamar,1
0.29,0.798,213400,0.582,0,10,0.153,-7.38,1,0.103,126.075,4,0.766,Love.,kendrick lamar,1
0.159,0.777,300160,0.564,0,6,0.251,-9.984,0,0.412,135.92,4,0.669,Poetic Justice,kendrick lamar,1
0.000259,0.904,177000,0.611,2.03E-05,1,0.0976,-6.842,0,0.0888,150.02,4,0.4,Humble.,kendrick lamar,1
0.0224,0.681,227360,0.541,0,9,0.167,-8.926,0,0.055,110.803,4,0.413,Loyalty.,kendrick lamar,1
0.00497,0.716,248467,0.464,9.54E-05,8,0.081,-6.003,1,0.24,147.992,4,0.197,Swimming Pools (Drank),kendrick lamar,1
0.000259,0.904,177000,0.611,2.03E-05,1,0.0976,-6.842,0,0.0888,150.02,4,0.4,Humble.,kendrick lamar,1
0.0139,0.649,310720,0.693,0,1,0.424,-9.066,1,0.0727,134.026,4,0.112,"Bitch, Don't Kill My Vibe",kendrick lamar,1
0.0605,0.698,232187,0.633,0.000194,8,0.0926,-4.946,1,0.0597,96.924,4,0.552,All The Stars,Kendrick Lamar & SZA,1
0.38,0.702,252987,0.695,1.43E-05,11,0.659,-7.149,1,0.101,137.728,4,0.559,Everybody Wants To Go To Heaven,kenny chesney,1
0.0997,0.602,199627,0.805,0,7,0.172,-6.079,1,0.0473,92.401,4,0.322,Get Along,Kenny Chesney,1
0.857,0.364,317946,0.114,0.635,1,0.0839,-16.552,1,0.0333,117.715,3,0.0581,Before It's Time To Say Goodbye,Kenny Garrett,0
0.203,0.665,243920,0.882,0,11,0.085,-4.968,0,0.251,160.023,4,0.885,Pretty Girl Rock,keri hilson,1
0.00329,0.67,247800,0.582,3.67E-06,1,0.174,-4.767,1,0.0672,159.937,4,0.0942,Turnin Me On,keri hilson,1
0.0124,0.593,326187,0.883,0,8,0.177,-4.781,1,0.186,155.171,4,0.671,Knock You Down,keri hilson,1
0.16,0.746,179091,0.682,0,7,0.177,-6.353,1,0.117,98.977,4,0.836,Sick Beat,Kero Kero Bonito,0
0.0746,0.755,199693,0.832,1.27E-06,2,0.291,-2.741,0,0.116,120.032,4,0.719,TiK ToK,Kesha,0
0.48,0.565,230269,0.381,0,10,0.109,-7.204,1,0.0302,73.483,4,0.325,Praying,kesha,1
0.156,0.895,240000,0.682,0,7,0.173,-5.268,0,0.356,121.925,4,0.563,2 Phones,kevin gates,1
0.0044,0.77,232090,0.659,0,0,0.128,-6.033,1,0.0823,118.805,4,0.248,Really Really,kevin gates,1
0.0405,0.677,192107,0.682,0,9,0.0351,-6.879,1,0.0361,106.279,4,0.875,Turn Me On,kevin lyttle,1
0.498,0.587,246457,0.554,0.000663,1,0.106,-7.212,1,0.0424,80.013,4,0.431,Stardust,Kevin Oh,0
0.0481,0.4,249547,0.944,0,7,0.345,-2.902,1,0.184,124.224,5,0.574,I Made It (Cash Money Heroes),kevin rudolf,1
0.000624,0.618,232520,0.773,0,7,0.0813,-5.15,1,0.0369,113.164,4,0.469,Let It Rock,kevin rudolf,1
0.056,0.164,206897,0.878,0.0617,6,0.205,-4.953,0,0.11,171.908,4,0.196,Right Here,Keys N Krates,0
0.194,0.812,238333,0.721,0,6,0.248,-5.084,1,0.206,94.939,4,0.772,Let It Go,keyshia cole,1
0.33,0.736,219080,0.449,0.000162,1,-11.462,0.0898,0,0.425,80.126,4,0.326,Location,Khalid,1
0.199,0.798,202547,0.539,1.66E-05,1,-6.351,0.165,1,0.0421,136.949,4,0.394,Young Dumb & Broke,Khalid,1
0.199,0.798,202547,0.539,1.66E-05,1,0.165,-6.351,1,0.0421,136.949,4,0.394,Young Dumb & Broke,khalid,1
0.199,0.798,202547,0.539,1.66E-05,1,0.165,-6.351,1,0.0421,136.949,4,0.394,Young Dumb & Broke,khalid,1
0.199,0.798,202547,0.539,1.66E-05,1,0.165,-6.351,1,0.0421,136.949,4,0.394,Young Dumb & Broke,Khalid,1
0.33,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,0.326,Location,khalid,1
0.519,0.731,198342,0.592,0,6,0.111,-8.588,1,0.0615,143.954,4,0.427,Love Lies,Khalid & Normani,1
0.0509,0.546,174031,0.737,1.68E-05,5,0.114,-3.794,1,0.054,97.9,4,0.188,After All,Khrebto,0
0.0599,0.756,257053,0.853,0.000562,9,0.115,-5.92,0,0.0525,100.004,4,0.426,By Design,Kid Cudi,0
0.0185,0.609,377893,0.664,0.0195,7,0.105,-9.116,0,0.0472,105.976,4,0.0944,Too Bad I Have To Destroy You Now,Kid Cudi,0
0.503,0.878,221267,0.446,6.32E-06,11,0.117,-6.362,0,0.0635,138.035,4,0.805,Day 'N' Nite,kid cudi,1
0.0347,0.491,219640,0.512,0,7,0.135,-7.274,1,0.123,98.092,4,0.558,Show Me,kid ink,1
0.172,0.692,298960,0.496,6.42E-06,7,0.107,-7.332,1,0.0241,97.945,4,0.376,Picture,kid rock,1
0.172,0.692,298960,0.496,6.42E-06,7,0.107,-7.332,1,0.0241,97.945,4,0.376,Picture,kid rock,1
0.000817,0.68,192200,0.941,0.621,0,0.0852,-8.093,1,0.0532,124.035,4,0.338,The Jam,Kideko,0
0.339,0.585,324674,0.597,0.0404,0,0.195,-7.499,1,0.037,100.051,4,0.227,Reborn,KIDS SEE GHOSTS,1
0.126,0.58,165053,0.469,7.32E-05,0,0.099,-5.946,0,0.104,110.573,4,0.369,Feel The Love,KIDS SEE GHOSTS,1
0.549,0.87,160597,0.502,0.00356,5,0.0916,-7.497,0,0.0549,82.53,4,0.676,Whippin (feat. Felix Snow),Kiiara,0
0.615,0.6,225882,0.412,0.0025,8,0.134,-9.343,1,0.344,113.049,5,0.408,Gold,kiiara,1
0.00106,0.584,274404,0.932,0.00269,1,0.129,-3.501,1,0.333,74.976,4,0.211,Like A Bitch - Kill The Noise Remix,Kill The Noise,0
0.0193,0.352,248133,0.807,6.04E-06,0,0.0963,-7.781,1,0.173,90.772,4,0.0459,Don't Die,Killer Mike,0
0.174,0.544,181400,0.427,0.0248,9,0.133,-8.33,0,0.0298,139.939,4,0.189,Locket,Kilo Kish,0
0.0394,0.567,217480,0.678,0,10,0.102,-6.642,0,0.0404,141.951,4,0.381,Glimpse,Kim Walker-Smith,0
0.627,0.295,252360,0.326,0,9,0.157,-6.125,0,0.0318,126.704,3,0.136,On My Side,Kim Walker-Smith,0
0.225,0.696,230933,0.713,2.22E-06,11,0.194,-5.114,0,0.123,189.932,4,0.368,Rise,Kim Walker-Smith,0
0.0342,0.511,284947,0.815,0,6,0.09,-6.317,0,0.048,128.004,4,0.245,Throne Room,Kim Walker-Smith,0
0.827,0.524,193406,0.392,0,10,0.363,-8.938,0,0.0305,145.88,4,0.296,Rub off,Kim Woo-Joo,0
0.799,0.66,304293,0.255,0,10,0.0797,-9.79,1,0.0278,103.087,4,0.508,Fast Car (feat. Kina Grannis),Kina Grannis,0
0.167,0.631,253107,0.591,0,11,0.0812,-7.669,1,0.0333,137.917,4,0.459,Gone,Kina Grannis,0
0.474,0.672,184960,0.396,0,2,0.0921,-9.489,0,0.0349,130.015,4,0.464,In Your Arms,Kina Grannis,0
0.00634,0.637,195167,0.507,0,6,0.386,-9.59,0,0.0283,105.932,4,0.566,Strong Enough,Kina Grannis,0
0.436,0.696,157187,0.439,0,7,0.353,-9.438,1,0.07,135.925,4,0.686,The One You Say Goodnight To,Kina Grannis,0
0.292,0.862,150707,0.351,0,9,0.105,-11.793,1,0.0439,124.964,4,0.504,Valentine,Kina Grannis,0
0.904,0.513,193917,0.274,9.27E-06,0,0.1,-13.577,1,0.0289,129.834,4,0.381,When Will I Learn,Kina Grannis,0
0.226,0.546,231240,0.522,0,4,0.129,-7.113,1,0.0361,117.299,4,0.494,Without Me,Kina Grannis,0
0.0445,0.808,237853,0.687,0.3,9,0.0933,-8.668,1,0.0397,109.953,4,0.458,Swingin' Party,Kindness,0
0.00909,0.646,279200,0.621,0.000124,0,0.249,-11.358,1,0.0747,90.986,4,0.408,World Restart,Kindness,0
0.0621,0.736,190440,0.539,0.0312,1,0.12,-8.316,1,0.0936,147.73,4,0.761,Zion Gate Dub,King Tubby,0
0.00172,0.542,203347,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.365,Sex on Fire,Kings of Leon,0
0.00552,0.276,230760,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.173,Use Somebody,kings of leon,1
0.01,0.553,154320,0.743,0,2,0.0812,-5.483,1,0.0368,149.962,4,0.574,More Girls Like You,Kip Moore,0
0.0697,0.554,213827,0.794,0,11,0.63,-5.417,1,0.035,176.01,4,0.79,Somethin' 'Bout A Truck,kip moore,1
0.0114,0.451,232160,0.632,0,8,0.198,-7.98,0,0.297,132.89,4,0.234,Drank In My Cup,kirko bangz,1
0.044,0.597,192041,0.832,2.96E-05,11,0.0864,-5.48,0,0.147,162.03,4,0.479,Good Life,Kiso,0
0.0311,0.654,211960,0.726,6.35E-05,10,0.0618,-3.803,0,0.0401,103.987,4,0.728,Come With Me Now,kongos,1
0.0108,0.309,257867,0.325,0.854,6,0.0742,-16.4,0,0.0366,175.88,4,0.46,Summer Madness,Kool & The Gang,0
0.123,0.749,258773,0.855,0.164,1,0.329,-10.105,1,0.406,128.339,4,0.61,Whatcha Gonna Do,Koopsta Knicca,0
0.158,0.714,187293,0.924,1.29E-05,10,0.91,-2.91,0,0.0662,77.516,4,0.897,Gucci Gucci,Kreayshawn,0
0.0909,0.583,199756,0.729,2.02E-05,6,0.367,-4.525,1,0.0314,144.994,4,0.313,Be There,Krewella,0
0.0267,0.578,212747,0.9,0,0,0.287,-2.501,1,0.0443,92.011,4,0.934,Live Like We're Dying,kris allen,1
0.000501,0.749,195107,0.745,0.00403,2,0.333,-10.625,1,0.164,101.972,4,0.461,Jump,Kris Kross,0
0.233,0.582,201549,0.764,0,0,0.108,-5.719,1,0.0438,100.455,4,0.653,Suddenly I See,kt tunstall,1
0.306,0.752,174400,0.854,0,4,0.131,-5.551,0,0.0621,104.864,4,0.895,Black Horse & The Cherry Tree,kt tunstall,1
0.0472,0.379,570733,0.782,0.748,11,0.265,-8.163,1,0.0358,101.698,4,0.529,Wakin on a Pretty Day,Kurt Vile,0
0.00499,0.595,224000,0.837,0.0359,1,0.101,-6.011,1,0.0696,149.964,4,0.331,Aamon,Kuuro,0
0.17,0.615,214150,0.814,0,9,0.218,-3.903,0,0.0677,144.005,4,0.601,Walk,Kwabs,0
0.881,0.764,99610,0.177,3.34E-05,9,0.121,-13.596,0,0.0983,115.697,4,0.569,Zig Zag,Kwon Jin Ah,0
0.197,0.633,193511,0.592,0,0,0.099,-7.245,0,0.112,90.066,4,0.643,First Time,Kygo,0
0.119,0.64,220781,0.533,0,0,-6.596,0.0864,1,0.0706,99.968,4,0.515,It Ain't Me (with Selena Gomez),Kygo,1
0.0905,0.648,220781,0.532,0,0,0.0831,-6.597,1,0.0746,99.983,4,0.487,It Ain't Me,kygo,1
0.378,0.746,253107,0.653,0,7,-6.745,0.229,1,0.289,75.016,4,0.672,iSpy (feat. Lil Yachty),KYLE,1
0.378,0.746,253107,0.653,0,7,0.229,-6.745,1,0.289,75.016,4,0.672,iSpy,kyle,1
0.000698,0.686,205733,0.898,4.61E-05,3,0.0721,-2.72,0,0.052,122.985,4,0.696,Bulletproof,la roux,1
0.0538,0.548,188293,0.877,8.22E-06,7,0.314,-5.481,1,0.0367,84.009,4,0.694,Heart Break,Lady Antebellum,0
0.0344,0.659,183747,0.926,0.00121,0,0.113,-4.66,1,0.0461,152.015,4,0.949,You Look Good,Lady Antebellum,0
